X,CH1,CH2,CH3,Start,Increment
Sequence,VOLT,VOLT,VOLT,-3.00E-2,5.00E-5
0,1.40E-2,2.00E-1,1.60E+0
1,-1.02E-1,1.20E-1,1.76E+0
2,-9.40E-2,1.20E-1,1.60E+0
3,2.80E-2,2.00E-1,1.76E+0
4,-4.00E-3,2.00E-1,1.64E+0
5,-8.60E-2,1.20E-1,1.76E+0
6,1.00E-2,1.20E-1,1.76E+0
7,-9.80E-2,2.00E-1,1.64E+0
8,1.40E-2,2.00E-1,1.76E+0
9,-6.20E-2,1.20E-1,1.60E+0
10,1.00E-2,1.20E-1,1.76E+0
11,-6.20E-2,2.00E-1,1.64E+0
12,-8.80E-2,2.00E-1,1.76E+0
13,8.00E-3,1.20E-1,1.60E+0
14,-6.60E-2,1.20E-1,1.76E+0
15,0.00E+0,2.00E-1,1.64E+0
16,8.00E-3,1.20E-1,1.76E+0
17,-9.20E-2,2.00E-1,1.64E+0
18,-6.20E-2,2.00E-1,1.68E+0
19,2.00E-3,1.20E-1,1.76E+0
20,8.00E-3,2.00E-1,1.76E+0
21,-9.60E-2,8.00E-2,1.64E+0
22,-4.00E-3,1.20E-1,1.76E+0
23,-9.40E-2,2.00E-1,1.64E+0
24,6.00E-3,1.20E-1,1.76E+0
25,-9.80E-2,2.00E-1,1.60E+0
26,-1.12E-1,2.00E-1,1.68E+0
27,-6.00E-3,8.00E-2,1.76E+0
28,-9.80E-2,2.00E-1,1.68E+0
29,-1.20E-2,1.20E-1,1.76E+0
30,-1.00E-1,1.20E-1,1.76E+0
31,2.00E-3,2.00E-1,1.64E+0
32,-1.00E-2,2.00E-1,1.76E+0
33,-9.80E-2,8.00E-2,1.60E+0
34,-6.00E-3,1.20E-1,1.76E+0
35,-1.00E-1,2.00E-1,1.64E+0
36,-2.00E-3,2.00E-1,1.76E+0
37,-9.20E-2,8.00E-2,1.64E+0
38,-9.60E-2,1.20E-1,1.68E+0
39,-1.60E-2,2.00E-1,1.76E+0
40,-1.02E-1,2.00E-1,1.76E+0
41,-1.60E-2,4.00E-2,1.64E+0
42,-1.40E-2,2.00E-1,1.76E+0
43,-9.80E-2,8.00E-2,1.64E+0
44,-8.40E-2,1.20E-1,1.64E+0
45,-1.20E-2,2.00E-1,1.76E+0
46,-1.02E-1,1.20E-1,1.64E+0
47,-1.60E-2,2.00E-1,1.76E+0
48,-9.00E-2,1.20E-1,1.68E+0
49,-1.60E-2,2.00E-1,1.76E+0
50,-1.40E-2,1.20E-1,1.68E+0
51,-9.80E-2,2.00E-1,1.76E+0
52,-2.00E-2,1.20E-1,1.64E+0
53,-9.40E-2,2.00E-1,1.76E+0
54,-9.60E-2,1.20E-1,1.76E+0
55,-8.00E-3,2.00E-1,1.64E+0
56,-2.00E-2,1.20E-1,1.76E+0
57,-8.00E-2,2.00E-1,1.64E+0
58,-1.60E-2,1.20E-1,1.64E+0
59,-7.60E-2,2.00E-1,1.76E+0
60,-7.40E-2,1.20E-1,1.76E+0
61,-1.00E-2,2.00E-1,1.64E+0
62,-7.20E-2,1.20E-1,1.68E+0
63,-2.80E-2,2.00E-1,1.76E+0
64,-2.40E-2,1.20E-1,1.76E+0
